DatGeracaoConjuntoDados;SigAgenteFiscalizador;NumAutoInfracao;DatLavraturaAutoInfracao;NomNaturezaFiscalizacao;DscObjetoFiscalizado;CodObjetoFiscalizado;NomAgenteFiscalizado;NumCPFCNPJAgenteFiscalizado;NumProcessoPunitivo;NumProcessoPunitivoANEEL;DatRecebimentoAutoInfracao;DscTipoPenalidade;VlrPenalidade;DtRecebimentoRecurso;DatDecisaoJuizo;DscDecisaoCompletaJuizo;DscAtoJuizo;VlrMultaAposJuizo;DatDecisaoDiretoria;DscDecisaoCompletaDiretoria;DscAtoDiretoria;VlrMultaAposDiretoria;NumTermoEncerramento;DatLavraturaTE;DscEnquadramentoAI;NumTermoNotificacao;NumProcessoFiscalizacao
01/10/2023;ANEEL;0015/2022-SFE;04/10/2022;Técnica;Não se aplica;Não se aplica;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. - EDP SP;2302100000106;48500004490202200;;05/10/2022; Multa;18111881,85;15/10/2022;20/12/2022;Recurso acatado parcialmente;4,8534E+16;13437534,53;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0008/2022-SFE;4,85E+16
01/10/2023;ANEEL;0015/2022-SFG;14/06/2022;1.01.03 - Procedimento RAPEEL; Verde 03-PCH; PCH.PH.GO.035761-8.01;Optigera S/A;8290636000127;48500004507202200;;15/06/2022; Multa;75000;;;;;;;;;;1232/2023-SFG;08/02/2023; Multa do Grupo III (REN 846/2019) Art. 11;0040/2021-SFG;4,85E+16
01/10/2023;ANEEL;0016/2019-SFE;27/05/2019;Operação e Manutenção;Não se aplica;Não se aplica;Serra da Mesa Transmissora de Energia S/A - SMTE;7762066000168;48500004803201800;;28/05/2019; Multa;16426,92;06/06/2019;30/10/2019;Decisão anterior mantida / Recurso acatado parcialmente;4,8534E+16;16426,92;26/02/2020;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;16426,92;0011/2020-SFE;23/04/2020; Multa do Grupo III Art. 6º;0003/2019-SFE;4,85E+16
01/10/2023;ANEEL;0016/2020-SFE;08/04/2020;Ocorrências/Perturbações;Não se aplica;Não se aplica;CELG Geração e Transmissão S/A - CELG G & T;7779299000173;48500003333201900;;03/05/2020; Multa;799113,97;13/05/2020;29/06/2020;Recurso acatado parcialmente;4,8534E+16;758931,98;01/03/2021;Recurso acatado parcialmente;4,8575E+16;758931,98;;; Multa do Grupo III Art. 6º;0037/2019-SFE;4,85E+16
01/10/2023;ANEEL;0016/2020-SFF;21/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Cia. Estadual de Geração e Transmissão de Energia Elétrica - Ceee-Gt - CEEE-Gt;92715812000131;48500000573202000;4,85E+16;25/05/2020; Advertência;0;;;;;;;;;;1045/2020-SFF;08/07/2020;;0023/2020-SFF;4,85E+16
01/10/2023;ANEEL;0016/2020-SFG;19/06/2020;1.02.02 - Procedimento Desempenho UTE Tipo I e II A; Pernambuco III-UTE; UTE.PE.PE.030120-5.01;Termelétrica Pernambuco III S/A;10502676000137;48500003240202000;4,85E+16;23/06/2020; Multa;936252,54;;;;;;;;;;;; Multa do Grupo III Art. 6º;0091/2019-SFG;4,85E+16
01/10/2023;AGERGS;0016/2021-AGERGS-SFG;16/04/2021;1.02.15 - Demais Obrigações Normativas; Chuí II-EOL; EOL.CV.RS.030790-4.01;Eólica Chuí II S/A;14606986000152;000666-39.00/21-1;;19/04/2021; Multa;25468,12;29/04/2021;23/09/2021;Recurso acatado parcialmente;;;;;;;0020/2021-AGERGS-SFG;13/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0042/2020-AGERGS-SFG;000186-39.00/12-5
01/10/2023;ARSEP;0016/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Morro dos Ventos IV-EOL; EOL.CV.RN.030311-9.01;Desa Morro dos Ventos IV S/A;11686202000155;78100100019212000;;25/05/2021; Multa;60875,7;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0016/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0016/2021-SFE;01/10/2021;Ocorrências/Perturbações;Não se aplica;Não se aplica;EDP Transmissão MA I S/A - MA I;27821761000160;48500002277202100;;05/10/2021; Multa;451307,74;;;;;;;;;;0023/2021-SFE;26/10/2021; Multa do Grupo IV (REN 846/2019) Art. 12;0009/2021-SFE;4,85E+16
01/10/2023;ANEEL;0016/2021-SFF;13/10/2021;Apoio ao Processo Decisório, Anuência e Conformidade Regulatória;Não se aplica;Não se aplica;COMPANHIA ESTADUAL DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA - CEEE-D - CEEE-D;8467115000100;48500000965202100;;15/10/2021; Multa;975701,91;;;;;;;;;;1064/2021-SFF;11/11/2021; Multa do Grupo IV (REN 846/2019) Art. 12;0006/2021-SFF;4,85E+16
01/10/2023;ARPE;0016/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;16/22CEE-ARPE-S3;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0016/2022-ARPE-SFG;16/22CEE-ARPE-S3
01/10/2023;ANEEL;0016/2022-SFE;10/10/2022;Técnica;Não se aplica;Não se aplica;ELEKTRO REDES S.A. - ELEKTRO;2328280000197;48500004386202200;;11/10/2022; Multa;22472277,5;24/10/2022;27/12/2022;Recurso acatado parcialmente;4,8534E+16;16854208,12;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0009/2022-SFE;4,85E+16
01/10/2023;ANEEL;0016/2022-SFG;14/06/2022;1.01.03 - Procedimento RAPEEL; Ventos de Icapui-EOL; EOL.CV.CE.032398-5.01;Central Eólica Icapuí S/A;10408542000151;48500004506202200;;21/06/2022; Multa;25000;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0041/2021-SFG;4,85E+16
01/10/2023;ANEEL;0016/2023-SFT;19/06/2023;1.02.05 - Procedimento Segurança de Barragens;Empreendimentos de Geração;Não informado;HEIDRICH S/A Cartões Reciclados - Hcr;75491266000183;48500003260202300;;22/06/2023; Multa;7531,65;;;;;;;;;;;; Multa do Grupo III Art. 6º;0004/2023-SFG;4,85E+16
01/10/2023;ANEEL;0017/2019-SFE;10/06/2019;Operação e Manutenção;Não se aplica;Não se aplica;ATE III Transmissora de Energia S/A - ATE III;7002685000405;48500003014201800;;11/06/2019; Multa;71849,48;19/06/2019;23/10/2019;Decisão anterior mantida;4,8534E+16;71849,48;27/08/2020;Decisão anterior mantida;4,8575E+16;71849,48;0024/2020-SFE;01/10/2020; Multa do Grupo III Art. 6º;0004/2019-SFE;4,85E+16
01/10/2023;ANEEL;0017/2020-SFE;13/04/2020;Comercial;Não se aplica;Não se aplica;CEMIG Distribuição S/A - CEMIG-D;6981180000116;48500000639201900;;03/05/2020; Multa;13630150,66;13/05/2020;16/09/2020;Recurso acatado parcialmente;4,8534E+16;8629966,59;02/06/2023;Recurso acatado parcialmente;4,8575E+16;8629966,59;1241/2023-SFT;11/07/2023; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0038/2019-SFE;4,85E+16
01/10/2023;ANEEL;0017/2020-SFF;21/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;SFF-Geral;Não se aplica;Birla Carbon Brasil Ltda.;2634915000265;48500000526202000;;25/05/2020; Advertência;0;;;;;;;;;;1030/2020-SFF;02/07/2020;;0050/2020-SFF;4,85E+16
01/10/2023;ANEEL;0017/2020-SFG;08/07/2020;1.02.05 - Procedimento Segurança de Barragens; Figueira-PCH; PCH.PH.RO.029758-5.01;Centrais Elétricas Figueirão Ltda.;7530227000198;48500003790202000;;10/07/2020; Multa;8457,92;;;;;;;;;;1034/2020-SFG;04/08/2020; Multa do Grupo II Art. 5º / Multa do Grupo III Art. 6º;0027/2020-SFG;4,85E+16
01/10/2023;AGERGS;0017/2021-AGERGS-SFG;16/04/2021;1.02.15 - Demais Obrigações Normativas; Chuí IV-EOL; EOL.CV.RS.030754-8.01;Eólica Chuí IV S/A;14606953000102;000667-39.00/21-4;;19/04/2021; Multa;25146,51;29/04/2021;23/09/2021;Recurso acatado parcialmente;;;;;;;0021/2021-AGERGS-SFG;13/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0043/2020-AGERGS-SFG;000136-39.00/12-6
01/10/2023;ARSEP;0017/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Campo dos Ventos II-EOL; EOL.CV.RN.030500-6.01;Campo dos Ventos II Energias Renováveis S/A;10797889000133;78100100019222000;;27/05/2021; Multa;56599,1;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0017/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0017/2021-SFE;04/10/2021;Comercial;Não se aplica;Não se aplica;LIGHT SERVIÇOS DE ELETRICIDADE S A - LIGHT;60444437000146;48500005178202000;;13/10/2021; Multa;712097,16;;;;;;;;;;0024/2021-SFE;04/11/2021; Multa do Grupo II Art. 5º;0012/2021-SFE;4,85E+16
01/10/2023;ANEEL;0017/2021-SFG;04/05/2021;1.01.02 - Procedimento da Fase Obras; Belo Monte-UHE; UHE.PH.PA.030354-2.01;Norte Energia S/A;12300288000107;48500002067202100;;05/05/2021; Multa;1727101,49;;;;;;;;;;1093/2021-SFG;22/12/2021; Multa do Grupo III Art. 6º;0116/2020-SFG;4,85E+16
01/10/2023;ARPE;0017/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;17/22CEE-ARPE-S4;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0017/2022-ARPE-SFG;17/22CEE-ARPE-S4
01/10/2023;ANEEL;0017/2022-SFE;21/10/2022;Operação e Manutenção;Não se aplica;Não se aplica;FURNAS-Centrais Elétricas S/A - FURNAS;23274194000119;48500005454202100;;25/10/2022; Advertência / Multa;22144661,7;;;;;;;;;;0032/2022-SFE;17/11/2022; Multa do Grupo III (REN 846/2019) Art. 11 / Multa do Grupo IV (REN 846/2019) Art. 12;0010/2022-SFE;4,85E+16
01/10/2023;ANEEL;0017/2022-SFG;14/06/2022;1.01.03 - Procedimento RAPEEL; EMTEP 3-UFV; UFV.RS.BA.040848-4.01;EMTEP Serviços Técnicos de Petróleo Ltda.;70041082000106;48500004503202200;;18/08/2022; Multa;100000;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0042/2021-SFG;4,85E+16
01/10/2023;ANEEL;0017/2023-SFT;23/06/2023;1.02.05 - Procedimento Segurança de Barragens; Tucuruí-UHE; UHE.PH.PA.002889-4.01;Centrais Elétricas do Norte do Brasil S/A - ELETRONORTE;357038000116;48500001085202300;4,85E+16;26/06/2023; Multa;69461437,3;;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0086/2022-SFG;4,85E+16
01/10/2023;ANEEL;0018/2019-SFE;26/06/2019;Operação e Manutenção;Não se aplica;Não se aplica;Jauru Transmissora de Energia S/A - JTE;8583456000133;48500005843201800;;05/07/2019; Multa;229810,77;05/07/2019;23/07/2020;Recurso acatado parcialmente;4,8534E+16;140125,23;09/11/2020;Recurso acatado parcialmente;4,8575E+16;140125,23;0030/2020-SFE;25/11/2020; Multa do Grupo III Art. 6º / Multa do Grupo IV Art. 7º;0007/2019-SFE;4,85E+16
01/10/2023;ANEEL;0018/2020-SFE;23/04/2020;Indicadores de Continuidade;Não se aplica;Não se aplica;LIGHT Serviços de Eletricidade S a - LIGHT;60444437000146;48500002376201900;;03/05/2020; Multa;5322758,62;13/05/2020;31/08/2020;Decisão anterior mantida;4,8534E+16;5322758,62;;;;;;; Multa do Grupo III Art. 6º;0039/2019-SFE;4,85E+16
01/10/2023;ANEEL;0018/2020-SFF;27/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;Não se aplica;Não se aplica;Dme Energética S/A - DMEE - DMEE;3966583000106;48500000539202000;;01/06/2020; Advertência;0;;;;;;;;;;1033/2020-SFF;02/07/2020;;0010/2020-SFF;4,85E+16
01/10/2023;ANEEL;0018/2020-SFG;13/07/2020;1.01.01 - Procedimento da Fase Pré-Obras; Generoso-PCH; PCH.PH.PR.037573-0.02;Energias Renovaveis Mazp Ltda.;18464779000161;48500002268201600;;14/07/2020; Embargo de Obras;0;24/07/2020;;;;;;;;;1227/2022-SFG;16/12/2022; Embargo e Interdição (REN 846/2019) Art. 16;;4,85E+16
01/10/2023;AGERGS;0018/2021-AGERGS-SFG;16/04/2021;1.02.15 - Demais Obrigações Normativas; Minuano I-EOL; EOL.CV.RS.030844-7.01;Eólica Chuí VI S/A;14606932000197;000681-39.00/21-1;;19/04/2021; Multa;28368,35;29/04/2021;23/09/2021;Recurso acatado parcialmente;;;;;;;0023/2021-AGERGS-SFG;13/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0008/2020-AGERGS-SFG;000248-39.00/12-1
01/10/2023;ARSEP;0018/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Renascença V-EOL; EOL.CV.RN.030497-2.01;Renascença V Energias Renováveis S/A;10797904000143;78100100019232000;;26/05/2021; Multa;59461,5;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0018/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0018/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana IV-EOL; EOL.CV.PI.031520-6.01;Ventos de Santa Joana IV Energias Renováveis S/A;19725614000169;48500001286202100;;17/05/2021; Multa;50687,92;;;;;;;;;;1139/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0081/2020-SFG;4,85E+16
01/10/2023;ARPE;0018/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;18/22CEE-ARPE-S5;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0018/2022-ARPE-SFG;18/22CEE-ARPE-S5
01/10/2023;ANEEL;0018/2022-SFE;08/11/2022;Operação e Manutenção;Não se aplica;Não se aplica;FURNAS-Centrais Elétricas S/A - FURNAS;23274194000119;48500001902202200;;09/11/2022; Multa;10769138,19;21/11/2022;17/01/2023;Decisão anterior mantida / Recurso acatado parcialmente;4,8513E+16;10769138,19;23/05/2023;Decisão anterior mantida / Recurso acatado parcialmente;4,8575E+16;4408611,38;1237/2023-SFT;19/06/2023; Multa do Grupo IV (REN 846/2019) Art. 12;0012/2022-SFE;4,85E+16
01/10/2023;ANEEL;0018/2022-SFG;29/06/2022;1.02.03 - Procedimento Desempenho de PCHs e UHEs não despachadas; Areal-PCH; PCH.PH.RJ.000140-6.01;Quanta Geração S/A - Quanta Ger;7642982000164;48500005987202200;4,85E+16;11/07/2022; Multa;11157,09;21/07/2022;;;;;;;;;1221/2022-SFG;05/12/2022; Multa do Grupo II (REN 846/2019) Art. 10;0020/2022-SFG;4,85E+16
01/10/2023;ANEEL;0018/2023-SFT;28/06/2023;Operação e Manutenção;Não se aplica;Não se aplica;Transmissora Aliança de Energia Elétrica S/A - TAESA;7859971000130;48500006992202200;;29/06/2023; Multa;8370790,66;10/07/2023;30/08/2023;Recurso acatado parcialmente;4,8532E+16;8163820,53;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0001/2023-SFE;4,85E+16
01/10/2023;ANEEL;0019/2019-SFE;15/07/2019;Obras de Transmissão;Não se aplica;Não se aplica;Transmissora de Energia Sul Brasil S/A - TESB;13289882000107;48500000922201900;;23/07/2019; Multa;60060,02;02/08/2019;;;;;08/05/2020;Decisão anterior mantida;4,8575E+16;60060,02;0016/2020-SFE;01/06/2020; Multa do Grupo III Art. 6º;0008/2019-SFE;4,85E+16
01/10/2023;ANEEL;0019/2020-SFE;24/04/2020;Operação e Manutenção;Não se aplica;Não se aplica;Transmissora Sul Litorânea de Energia S/A - TSLE - TSLE;16383969000129;48500004254201900;;03/05/2020; Multa;344035;;;;;;;;;;0015/2020-SFE;28/05/2020; Multa do Grupo III Art. 6º;0040/2019-SFE;4,85E+16
01/10/2023;ANEEL;0019/2020-SFF;28/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;Não se aplica;Não se aplica;ELETROGOES S/A - ELETROGOES;32923187000191;48500000529202000;;30/05/2020; Advertência;0;;;;;;;;;;1034/2020-SFF;02/07/2020;;0012/2020-SFF;4,85E+16
01/10/2023;ANEEL;0019/2020-SFG;15/07/2020;1.02.05 - Procedimento Segurança de Barragens; Rio Piracicaba-PCH; PCH.PH.MG.002075-3.01;ARCELORMITTAL Brasil S/A - ARCELORMITTAL;17469701000177;48500003785202000;;17/07/2020; Multa;24401,53;;;;;;;;;;1054/2021-SFG;14/04/2021; Multa do Grupo III Art. 6º;0025/2020-SFG;4,85E+16
01/10/2023;AGERGS;0019/2021-AGERGS-SFG;16/04/2021;1.02.15 - Demais Obrigações Normativas; Minuano II-EOL; EOL.CV.RS.030791-2.01;Eólica Chuí VII S/A;14606706000106;000682-39.00/21-4;;19/04/2021; Multa;27724,07;29/04/2021;23/09/2021;Recurso acatado parcialmente;;;;;;;0024/2021-AGERGS-SFG;13/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0009/2020-AGERGS-SFG;000185-39.00/12-2
01/10/2023;ARSEP;0019/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Riachão I-EOL; EOL.CV.RN.030870-6.01;Central Geradora Eolica Acari S/A;12959291000129;78100100019242000;;24/05/2021; Multa;43868,5;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0019/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0019/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana V-EOL; EOL.CV.PI.031538-9.01;Ventos de Santa Joana V Energias Renováveis S/A;19725631000104;48500001283202100;;22/04/2021; Multa;54860,23;;;;;;;;;;1140/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0082/2020-SFG;4,85E+16
01/10/2023;ARPE;0019/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;19/22CEE-ARPE-S6;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0019/2022-ARPE-SFG;19/22CEE-ARPE-S6
01/10/2023;ANEEL;0019/2022-SFG;05/07/2022;1.02.02 - Procedimento Desempenho UTE Tipo I e II A; Goiânia II-UTE; UTE.PE.GO.029460-8.01;BRENTECH Energia S/A - BRENTECH;7921085000190;48500003843202200;4,85E+16;18/07/2022; Multa;2376696,46;;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0029/2021-SFG;4,85E+16
01/10/2023;ANEEL;0019/2023-SFT;30/06/2023;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Parque Eólico Sobradinho Ltda.;10744716000157;48500003328202300;;04/07/2023; Multa;285278,6;;;;;;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0005/2023-SFG;4,85E+16
01/10/2023;ANEEL;0020/2019-SFE;20/08/2019;Operação e Manutenção;Não se aplica;Não se aplica;CELG Geração e Transmissão S/A - CELG G & T;7779299000173;48500005351201800;;23/08/2019; Multa;919708,16;04/09/2019;12/12/2019;Decisão anterior mantida;4,8534E+16;919708,16;09/11/2020;Decisão anterior mantida;4,8575E+16;919708,16;;; Multa do Grupo III Art. 6º;0009/2019-SFE;4,85E+16
01/10/2023;ANEEL;0020/2020-SFE;24/04/2020;Operação e Manutenção;Não se aplica;Não se aplica;FURNAS-Centrais Elétricas S/A - FURNAS;23274194000119;48500002512201900;;03/05/2020; Multa;12844049,95;13/05/2020;13/11/2020;Recurso acatado parcialmente;4,8534E+16;8220436,05;06/04/2021;Recurso acatado parcialmente;4,8575E+16;8220436,05;0021/2022-SFE;14/04/2022; Multa do Grupo III Art. 6º;0041/2019-SFE;4,85E+16
01/10/2023;ANEEL;0020/2020-SFF;28/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;Não se aplica;Não se aplica;Transmissora Porto Alegrense de Energia S/A - TPAE;10938103000150;48500000585202000;;09/06/2020; Advertência;0;;;;;;;;;;1044/2020-SFF;08/07/2020;;0006/2020-SFF;4,85E+16
01/10/2023;ANEEL;0020/2020-SFG;27/08/2020;1.02.05 - Procedimento Segurança de Barragens; Rudolf-PCH; PCH.PH.SC.031208-8.01;HEIDRICH & Heidrich Ltda. - HEIDRICH;690006000138;48500003562202000;4,85E+16;28/08/2020; Multa;53190,19;;;;;;;;;;1040/2020-SFG;29/09/2020; Multa do Grupo III Art. 6º;0006/2019-SFG;4,85E+16
01/10/2023;AGERGS;0020/2021-AGERGS-SFG;19/04/2021;1.02.15 - Demais Obrigações Normativas; Chuí V-EOL; EOL.CV.RS.030760-2.01;Eólica Chuí V S/A;14606945000166;000668-39.00/21-7;;19/04/2021; Multa;35461,74;29/04/2021;23/09/2021;Recurso acatado parcialmente;;;;;;;0022/2021-AGERGS-SFG;13/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0044/2020-AGERGS-SFG;000168-39.00/12-7
01/10/2023;ARSEP;0020/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Riachão II-EOL; EOL.CV.RN.030871-4.01;Central Geradora Eolica Albuquerque S/A;12960216000188;78100100019252000;;24/05/2021; Multa;33879,6;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0020/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0020/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana III-EOL; EOL.CV.PI.031580-0.01;Ventos de Santa Joana III Energias Renovaveis S/A;19725354000121;48500001282202100;;17/05/2021; Multa;47763,15;;;;;;;;;;1141/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0083/2020-SFG;4,85E+16
01/10/2023;ARPE;0020/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;20/22CEE-ARPE-S7;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0020/2022-ARPE-SFG;20/22CEE-ARPE-S7
01/10/2023;ANEEL;0020/2022-SFG;15/08/2022;1.01.02 - Procedimento da Fase Obras; Coremas VIII-UFV; UFV.RS.PB.037916-6.01;Coremas VIII Geração de Energia Spe Ltda.;36571485000110;48500006908202200;4,85E+16;19/08/2022; Multa;33471,36;;;;;;;;;;1188/2022-SFG;20/09/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0019/2022-SFG;4,85E+16
01/10/2023;ANEEL;0020/2023-SFT;13/07/2023;1.02.05 - Procedimento Segurança de Barragens; Capivari-PCH; PCH.PH.SC.000659-9.01;Sociedade Urbano Cerbranorte - Geração de Energia Elétrica Spe Ltda.;25383792000151;48500003596202300;;13/07/2023; Multa;42503,66;;;;;;;;;;1242/2023-SFT;31/07/2023; Multa do Grupo IV (REN 846/2019) Art. 12;0006/2023-SFG;4,85E+16
01/10/2023;ANEEL;0021/2019-SFE;12/09/2019;Ocorrências/Perturbações;Não se aplica;Não se aplica;Cia. de Transmissão de Energia Elétrica Paulista - CTEEP;2998611000104;48500005029201800;;19/09/2019; Advertência / Multa;6222740,62;26/09/2019;16/03/2020;Decisão anterior mantida;4,8534E+16;6222740,62;09/04/2020;Decisão anterior mantida;4,8575E+16;6222740,62;0022/2020-SFE;05/08/2020; Multa do Grupo III Art. 6º;0010/2019-SFE;4,85E+16
01/10/2023;ANEEL;0021/2020-SFE;30/04/2020;Empreendimentos de Transmissão;Não se aplica;Não se aplica;Transmissora José Maria de Macedo de Eletricidade S/A - MACEDO;21728083000100;48500002179201900;;05/05/2020; Multa;755671,5;;;;;;;;;;0020/2020-SFE;15/07/2020; Multa do Grupo III Art. 6º;0042/2019-SFE;4,85E+16
01/10/2023;ANEEL;0021/2020-SFF;28/05/2020;Apoio ao Processo Decisório e Conformidade Regulatória;Não se aplica;Não se aplica;Cia. Estadual de Distribuição de Energia Elétrica - Ceee-D - CEEE-D;8467115000100;48500000572202000;4,85E+16;01/07/2020;;;;;;;;;;;;1047/2020-SFF;21/07/2020;;0022/2020-SFF;4,85E+16
01/10/2023;ANEEL;0021/2020-SFG;22/10/2020;1.02.02 - Procedimento Desempenho UTE Tipo I e II A; Palmeiras de Goiás-UTE; UTE.PE.GO.001946-1.01;Central Energética Palmeiras S/A;13348048000137;48500002849202000;;22/10/2020; Multa;554508,23;30/10/2020;24/11/2020;Decisão anterior mantida;4,8532E+16;554508,23;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0044/2020-SFG;4,85E+16
01/10/2023;AGERGS;0021/2021-AGERGS-SFG;22/04/2021;1.02.15 - Demais Obrigações Normativas; Verace I-EOL; EOL.CV.RS.030745-9.01;Eólica Geribatu I S/A;14608104000198;000692-39.00/21-6;;22/04/2021; Multa;27402,82;03/05/2021;08/10/2021;Recurso acatado parcialmente;;;;;;;0025/2021-AGERGS-SFG;14/12/2021; Multa do Grupo III (REN 846/2019) Art. 11;0020/2020-AGERGS-SFG;000140-39.00/12-1
01/10/2023;ARSEP;0021/2021-ARSEP-SFG;14/05/2021;1.02.15 - Demais Obrigações Normativas; Riachão VI-EOL; EOL.CV.RN.030872-2.01;Central Geradora Eolica Apeliotes S/A;12959413000187;78100100019262000;;24/05/2021; Multa;39681,9;;;;;;;;;;;; Multa do Grupo III (REN 846/2019) Art. 11;0021/2021-ARSEP-SFG;7,81001E+16
01/10/2023;ANEEL;0021/2021-SFG;11/05/2021;1.02.15 - Demais Obrigações Normativas; Ventos de Santa Joana VII-EOL; EOL.CV.PI.031597-4.01;Ventos de Santa Joana VII Energias Renovaveis S/A;19725315000124;48500001280202100;;17/05/2021; Multa;52827,25;;;;;;;;;;1138/2022-SFG;17/05/2022; Multa do Grupo III (REN 846/2019) Art. 11;0085/2020-SFG;4,85E+16
01/10/2023;ARPE;0021/2022-ARPE-SFG;05/09/2022;1.01.01 - Procedimento da Fase Pré-Obras;Empreendimentos de Geração;Não informado;Geradora de Energia Quinturaré Spe Ltda.;23417495000154;21/22CEE-ARPE-S8;;05/09/2022; Multa;49587,08;16/09/2022;26/09/2022;Decisão anterior mantida;;49587,08;;;;;;; Multa do Grupo IV (REN 846/2019) Art. 12;0021/2022-ARPE-SFG;21/22CEE-ARPE-S8
01/10/2023;ANEEL;0021/2022-SFG;15/08/2022;1.01.02 - Procedimento da Fase Obras; Coremas VII-UFV; UFV.RS.PB.032882-0.01;Coremas VII Geração de Energia Spe Ltda.;34920805000175;48500006907202200;4,85E+16;19/08/2022; Multa;33471,36;;;;;;;;;;1189/2022-SFG;20/09/2022; Multa do Grupo IV (REN 846/2019) Art. 12;0018/2022-SFG;4,85E+16
